sessionIx,blockIx,trialIx,fixIx,fixOns,fixDur,cueIx,cueOns,cueDur,s1Ix,s1Ons,s1Dur,s2Ix,soaIx,s2Ons,s2Dur,ITIDur,,
1,2,755,0,0,0.25,,,,0,0.25,1,,,,,1,,
1,2,756,0,0,0.25,,,,0,0.25,1.7,0,0,0.70,1,1,,
1,2,757,0,0,0.25,,,,1,0.25,1,,,,,1,,
1,2,758,0,0,0.25,,,,0,0.25,1,,,,,1,,
1,2,759,0,0,0.25,,,,0,0.25,1.35,3,1,0.35,1,1,,
1,2,760,0,0,0.25,,,,0,0.25,1.5,0,1,0.50,1,1,,
1,2,761,0,0,0.25,,,,0,0.25,1,,,,,1,,
1,2,762,0,0,0.25,,,,0,0.25,1,,,,,1,,
1,2,763,0,0,0.25,,,,1,0.25,1.35,2,0,0.35,1,1,,
1,2,764,0,0,0.25,,,,0,0.25,1.35,1,1,0.35,1,1,,
1,2,765,0,0,0.25,,,,1,0.25,1,,,,,1,,
1,2,766,0,0,0.25,,,,1,0.25,1.95,3,0,0.95,1,1,,
1,2,767,0,0,0.25,,,,0,0.25,1.7,1,1,0.70,1,1,,
1,2,768,0,0,0.25,,,,0,0.25,1,,,,,1,,
1,2,769,0,0,0.25,,,,0,0.25,1,,,,,1,,
1,2,770,0,0,0.25,,,,0,0.25,1,,,,,1,,
1,2,771,0,0,0.25,,,,0,0.25,1.35,2,0,0.35,1,1,,
1,2,772,0,0,0.25,,,,1,0.25,1.6,0,0,0.60,1,1,,
1,2,773,0,0,0.25,,,,1,0.25,1,,,,,1,,
1,2,774,0,0,0.25,,,,1,0.25,1.95,2,1,0.95,1,1,,
1,2,775,0,0,0.25,,,,0,0.25,1,,,,,1,,
1,2,776,0,0,0.25,,,,0,0.25,1.7,2,0,0.70,1,1,,
1,2,777,0,0,0.25,,,,1,0.25,1,,,,,1,,
1,2,778,0,0,0.25,,,,0,0.25,1,,,,,1,,
1,2,779,0,0,0.25,,,,0,0.25,1,,,,,1,,
1,2,780,0,0,0.25,,,,0,0.25,1,,,,,1,,
1,2,781,0,0,0.25,,,,1,0.25,1.95,1,0,0.95,1,1,,
1,2,782,0,0,0.25,,,,0,0.25,1.7,3,1,0.70,1,1,,
1,2,783,0,0,0.25,,,,1,0.25,1.35,2,1,0.35,1,1,,
1,2,784,0,0,0.25,,,,0,0.25,1.7,0,0,0.70,1,1,,
1,2,785,0,0,0.25,,,,1,0.25,1.6,2,0,0.60,1,1,,
1,2,786,0,0,0.25,,,,0,0.25,1.6,3,0,0.60,1,1,,
1,2,787,0,0,0.25,,,,1,0.25,1.5,2,0,0.50,1,1,,
1,2,788,0,0,0.25,,,,0,0.25,1.35,3,1,0.35,1,1,,
1,2,789,0,0,0.25,,,,1,0.25,1,,,,,1,,
1,2,790,0,0,0.25,,,,0,0.25,1.6,3,1,0.60,1,1,,
1,2,791,0,0,0.25,,,,1,0.25,1,,,,,1,,
1,2,792,0,0,0.25,,,,0,0.25,1,,,,,1,,
1,2,793,0,0,0.25,,,,0,0.25,1,,,,,1,,
1,2,794,0,0,0.25,,,,0,0.25,1,,,,,1,,
1,2,795,0,0,0.25,,,,0,0.25,1.95,3,0,0.95,1,1,,
1,2,796,0,0,0.25,,,,1,0.25,1,,,,,1,,
1,2,797,0,0,0.25,,,,0,0.25,1,,,,,1,,
1,2,798,0,0,0.25,,,,1,0.25,1,,,,,1,,
1,2,799,0,0,0.25,,,,1,0.25,1.5,0,1,0.50,1,1,,
1,2,800,0,0,0.25,,,,0,0.25,1.6,3,0,0.60,1,1,,
1,2,801,0,0,0.25,,,,0,0.25,1.6,2,1,0.60,1,1,,
1,2,802,0,0,0.25,,,,0,0.25,1,,,,,1,,
1,2,803,0,0,0.25,,,,1,0.25,1,,,,,1,,
1,2,804,0,0,0.25,,,,0,0.25,1.35,2,1,0.35,1,1,,
1,2,805,0,0,0.25,,,,1,0.25,1.6,1,0,0.60,1,1,,
1,2,806,0,0,0.25,,,,1,0.25,1,,,,,1,,
1,2,807,0,0,0.25,,,,0,0.25,1,,,,,1,,
1,2,808,0,0,0.25,,,,1,0.25,1,,,,,1,,
1,2,809,0,0,0.25,,,,0,0.25,1,,,,,1,,
1,2,810,0,0,0.25,,,,0,0.25,1.35,0,0,0.35,1,1,,
1,2,811,0,0,0.25,,,,0,0.25,1,,,,,1,,
1,2,812,0,0,0.25,,,,1,0.25,1,,,,,1,,
1,2,813,0,0,0.25,,,,1,0.25,1,,,,,1,,
1,2,814,0,0,0.25,,,,1,0.25,1.6,0,0,0.60,1,1,,
1,2,815,0,0,0.25,,,,1,0.25,1,,,,,1,,
1,2,816,0,0,0.25,,,,0,0.25,1,,,,,1,,
1,2,817,0,0,0.25,,,,1,0.25,1,,,,,1,,
1,2,818,0,0,0.25,,,,0,0.25,1.6,3,0,0.60,1,1,,
1,2,819,0,0,0.25,,,,0,0.25,1,,,,,1,,
1,2,820,0,0,0.25,,,,0,0.25,1,,,,,1,,
1,2,821,0,0,0.25,,,,1,0.25,1,,,,,1,,
1,2,822,0,0,0.25,,,,1,0.25,1,,,,,1,,
1,2,823,0,0,0.25,,,,1,0.25,1,,,,,1,,
1,2,824,0,0,0.25,,,,1,0.25,1,,,,,1,,
1,2,825,0,0,0.25,,,,0,0.25,1.95,3,0,0.95,1,1,,
1,2,826,0,0,0.25,,,,1,0.25,1.7,0,0,0.70,1,1,,
1,2,827,0,0,0.25,,,,1,0.25,1.7,3,0,0.70,1,1,,
1,2,828,0,0,0.25,,,,0,0.25,1.6,1,0,0.60,1,1,,
1,2,829,0,0,0.25,,,,0,0.25,1.7,0,1,0.70,1,1,,
1,2,830,0,0,0.25,,,,1,0.25,1,,,,,1,,
1,2,831,0,0,0.25,,,,0,0.25,1.95,3,1,0.95,1,1,,
1,2,832,0,0,0.25,,,,1,0.25,1,,,,,1,,
1,2,833,0,0,0.25,,,,1,0.25,1,,,,,1,,
1,2,834,0,0,0.25,,,,0,0.25,1,,,,,1,,
1,2,835,0,0,0.25,,,,0,0.25,1,,,,,1,,
1,2,836,0,0,0.25,,,,0,0.25,1,,,,,1,,
1,2,837,0,0,0.25,,,,1,0.25,1.35,0,1,0.35,1,1,,
1,2,838,0,0,0.25,,,,0,0.25,1.7,2,0,0.70,1,1,,
1,2,839,0,0,0.25,,,,1,0.25,1.5,1,1,0.50,1,1,,
1,2,840,0,0,0.25,,,,0,0.25,1.5,2,1,0.50,1,1,,
1,2,841,0,0,0.25,,,,1,0.25,1,,,,,1,,
1,2,842,0,0,0.25,,,,0,0.25,1,,,,,1,,
1,2,843,0,0,0.25,,,,0,0.25,1.6,0,1,0.60,1,1,,
1,2,844,0,0,0.25,,,,0,0.25,1.95,3,0,0.95,1,1,,
1,2,845,0,0,0.25,,,,0,0.25,1,,,,,1,,
1,2,846,0,0,0.25,,,,0,0.25,1,,,,,1,,
1,2,847,0,0,0.25,,,,0,0.25,1,,,,,1,,
1,2,848,0,0,0.25,,,,1,0.25,1,,,,,1,,
1,2,849,0,0,0.25,,,,1,0.25,1,,,,,1,,
1,2,850,0,0,0.25,,,,1,0.25,1,,,,,1,,
1,2,851,0,0,0.25,,,,0,0.25,1.95,1,0,0.95,1,1,,
1,2,852,0,0,0.25,,,,1,0.25,1,,,,,1,,
1,2,853,0,0,0.25,,,,1,0.25,1.35,2,1,0.35,1,1,,
1,2,854,0,0,0.25,,,,0,0.25,1,,,,,1,,
1,2,855,0,0,0.25,,,,0,0.25,1.5,1,0,0.50,1,1,,
1,2,856,0,0,0.25,,,,0,0.25,1,,,,,1,,
1,2,857,0,0,0.25,,,,1,0.25,1.5,3,0,0.50,1,1,,
1,2,858,0,0,0.25,,,,1,0.25,1,,,,,1,,
1,2,859,0,0,0.25,,,,1,0.25,1,,,,,1,,
1,2,860,0,0,0.25,,,,1,0.25,1.95,1,1,0.95,1,1,,
1,2,861,0,0,0.25,,,,0,0.25,1.7,2,0,0.70,1,1,,
1,2,862,0,0,0.25,,,,0,0.25,1,,,,,1,,
1,2,863,0,0,0.25,,,,1,0.25,1,,,,,1,,
1,2,864,0,0,0.25,,,,0,0.25,1.5,0,1,0.50,1,1,,
1,2,865,0,0,0.25,,,,1,0.25,1,,,,,1,,
1,2,866,0,0,0.25,,,,1,0.25,1,,,,,1,,
1,2,867,0,0,0.25,,,,0,0.25,1,,,,,1,,
1,2,868,0,0,0.25,,,,1,0.25,1,,,,,1,,
1,2,869,0,0,0.25,,,,1,0.25,1,,,,,1,,
1,2,870,0,0,0.25,,,,0,0.25,1,,,,,1,,
1,2,871,0,0,0.25,,,,0,0.25,1.6,0,0,0.60,1,1,,
1,2,872,0,0,0.25,,,,1,0.25,1,,,,,1,,
1,2,873,0,0,0.25,,,,1,0.25,1,,,,,1,,
1,2,874,0,0,0.25,,,,0,0.25,1.6,2,0,0.60,1,1,,
1,2,875,0,0,0.25,,,,1,0.25,1.35,1,0,0.35,1,1,,
1,2,876,0,0,0.25,,,,1,0.25,1,,,,,1,,
1,2,877,0,0,0.25,,,,0,0.25,1,,,,,1,,
1,2,878,0,0,0.25,,,,0,0.25,1.35,3,1,0.35,1,1,,
1,2,879,0,0,0.25,,,,1,0.25,1,,,,,1,,
1,2,880,0,0,0.25,,,,1,0.25,1.35,0,0,0.35,1,1,,
1,2,881,0,0,0.25,,,,1,0.25,1,,,,,1,,
1,2,882,0,0,0.25,,,,0,0.25,1.6,3,1,0.60,1,1,,
1,2,883,0,0,0.25,,,,1,0.25,1.35,2,0,0.35,1,1,,
1,2,884,0,0,0.25,,,,0,0.25,1.35,1,1,0.35,1,1,,
1,2,885,0,0,0.25,,,,0,0.25,1,,,,,1,,
1,2,886,0,0,0.25,,,,1,0.25,1,,,,,1,,
1,2,887,0,0,0.25,,,,1,0.25,1,,,,,1,,
1,2,888,0,0,0.25,,,,0,0.25,1.95,2,0,0.95,1,1,,
1,2,889,0,0,0.25,,,,1,0.25,1,,,,,1,,
1,2,890,0,0,0.25,,,,1,0.25,1.35,2,1,0.35,1,1,,
1,2,891,0,0,0.25,,,,0,0.25,1,,,,,1,,
1,2,892,0,0,0.25,,,,0,0.25,1.35,3,1,0.35,1,1,,
1,2,893,0,0,0.25,,,,1,0.25,1,,,,,1,,
1,2,894,0,0,0.25,,,,0,0.25,1,,,,,1,,
1,2,895,0,0,0.25,,,,0,0.25,1,,,,,1,,
1,2,896,0,0,0.25,,,,1,0.25,1,,,,,1,,
1,2,897,0,0,0.25,,,,0,0.25,1.6,1,1,0.60,1,1,,
1,2,898,0,0,0.25,,,,1,0.25,1,,,,,1,,
1,2,899,0,0,0.25,,,,1,0.25,1,,,,,1,,
1,2,900,0,0,0.25,,,,0,0.25,1.7,0,0,0.70,1,1,,
1,2,901,0,0,0.25,,,,1,0.25,1,,,,,1,,
1,2,902,0,0,0.25,,,,0,0.25,1,,,,,1,,
1,2,903,0,0,0.25,,,,0,0.25,1.35,1,0,0.35,1,1,,
1,2,904,0,0,0.25,,,,1,0.25,1,,,,,1,,
1,2,905,0,0,0.25,,,,1,0.25,1.6,3,1,0.60,1,1,,
1,2,906,0,0,0.25,,,,1,0.25,1.7,0,1,0.70,1,1,,
1,2,907,0,0,0.25,,,,1,0.25,1,,,,,1,,
1,2,908,0,0,0.25,,,,1,0.25,1,,,,,1,,
1,2,909,0,0,0.25,,,,1,0.25,1.7,2,1,0.70,1,1,,
1,2,910,0,0,0.25,,,,1,0.25,1.6,0,1,0.60,1,1,,
1,2,911,0,0,0.25,,,,0,0.25,1,,,,,1,,
1,2,912,0,0,0.25,,,,0,0.25,1,,,,,1,,
1,2,913,0,0,0.25,,,,0,0.25,1,,,,,1,,
1,2,914,0,0,0.25,,,,1,0.25,1,,,,,1,,
1,2,915,0,0,0.25,,,,0,0.25,1,,,,,1,,
1,2,916,0,0,0.25,,,,1,0.25,1.5,0,0,0.50,1,1,,
1,2,917,0,0,0.25,,,,1,0.25,1,,,,,1,,
1,2,918,0,0,0.25,,,,1,0.25,1.35,2,1,0.35,1,1,,
1,2,919,0,0,0.25,,,,0,0.25,1,,,,,1,,
1,2,920,0,0,0.25,,,,1,0.25,1,,,,,1,,
1,2,921,0,0,0.25,,,,1,0.25,1.7,2,1,0.70,1,1,,
1,2,922,0,0,0.25,,,,0,0.25,1,,,,,1,,
1,2,923,0,0,0.25,,,,1,0.25,1,,,,,1,,
1,2,924,0,0,0.25,,,,0,0.25,1,,,,,1,,
1,2,925,0,0,0.25,,,,0,0.25,1,,,,,1,,
1,2,926,0,0,0.25,,,,0,0.25,1,,,,,1,,
1,2,927,0,0,0.25,,,,1,0.25,1.95,3,0,0.95,1,1,,
1,2,928,0,0,0.25,,,,0,0.25,1,,,,,1,,
1,2,929,0,0,0.25,,,,0,0.25,1.5,3,0,0.50,1,1,,
1,2,930,0,0,0.25,,,,1,0.25,1,,,,,1,,
1,2,931,0,0,0.25,,,,0,0.25,1,,,,,1,,
1,2,932,0,0,0.25,,,,1,0.25,1.6,3,0,0.60,1,1,,
1,2,933,0,0,0.25,,,,0,0.25,1,,,,,1,,
1,2,934,0,0,0.25,,,,1,0.25,1,,,,,1,,
1,2,935,0,0,0.25,,,,1,0.25,1,,,,,1,,
1,2,936,0,0,0.25,,,,0,0.25,1.5,2,0,0.50,1,1,,
1,2,937,0,0,0.25,,,,1,0.25,1,,,,,1,,
1,2,938,0,0,0.25,,,,1,0.25,1,,,,,1,,
1,2,939,0,0,0.25,,,,1,0.25,1.7,0,0,0.70,1,1,,
1,2,940,0,0,0.25,,,,0,0.25,1,,,,,1,,
1,2,941,0,0,0.25,,,,0,0.25,1,,,,,1,,
1,2,942,0,0,0.25,,,,0,0.25,1,,,,,1,,
1,2,943,0,0,0.25,,,,0,0.25,1.35,3,1,0.35,1,1,,
1,2,944,0,0,0.25,,,,1,0.25,1,,,,,1,,
1,2,945,0,0,0.25,,,,1,0.25,1,,,,,1,,
1,2,946,0,0,0.25,,,,0,0.25,1,,,,,1,,
1,2,947,0,0,0.25,,,,0,0.25,1.95,1,1,0.95,1,1,,
1,2,948,0,0,0.25,,,,0,0.25,1,,,,,1,,
1,2,949,0,0,0.25,,,,0,0.25,1,,,,,1,,
1,2,950,0,0,0.25,,,,1,0.25,1.7,0,1,0.70,1,1,,
1,2,951,0,0,0.25,,,,0,0.25,1,,,,,1,,
1,2,952,0,0,0.25,,,,1,0.25,1.7,2,0,0.70,1,1,,
1,2,953,0,0,0.25,,,,1,0.25,1.5,2,0,0.50,1,1,,
1,2,954,0,0,0.25,,,,1,0.25,1.5,1,1,0.50,1,1,,
1,2,955,0,0,0.25,,,,0,0.25,1.7,1,0,0.70,1,1,,
1,2,956,0,0,0.25,,,,0,0.25,1,,,,,1,,
1,2,957,0,0,0.25,,,,0,0.25,1.7,2,1,0.70,1,1,,
1,2,958,0,0,0.25,,,,1,0.25,1,,,,,1,,
1,2,959,0,0,0.25,,,,0,0.25,1,,,,,1,,
1,2,960,0,0,0.25,,,,0,0.25,1.5,3,1,0.50,1,1,,
1,2,961,0,0,0.25,,,,0,0.25,1.35,1,1,0.35,1,1,,
1,2,962,0,0,0.25,,,,0,0.25,1,,,,,1,,
1,2,963,0,0,0.25,,,,1,0.25,1.6,1,1,0.60,1,1,,
1,2,964,0,0,0.25,,,,1,0.25,1,,,,,1,,
1,2,965,0,0,0.25,,,,0,0.25,1,,,,,1,,
1,2,966,0,0,0.25,,,,1,0.25,1.35,1,0,0.35,1,1,,
1,2,967,0,0,0.25,,,,1,0.25,1,,,,,1,,
1,2,968,0,0,0.25,,,,1,0.25,1,,,,,1,,
1,2,969,0,0,0.25,,,,0,0.25,1,,,,,1,,
1,2,970,0,0,0.25,,,,0,0.25,1.35,3,0,0.35,1,1,,
1,2,971,0,0,0.25,,,,0,0.25,1.5,3,1,0.50,1,1,,
1,2,972,0,0,0.25,,,,1,0.25,1.7,2,1,0.70,1,1,,
1,2,973,0,0,0.25,,,,1,0.25,1.7,2,0,0.70,1,1,,
1,2,974,0,0,0.25,,,,0,0.25,1.5,1,0,0.50,1,1,,
1,2,975,0,0,0.25,,,,0,0.25,1,,,,,1,,
1,2,976,0,0,0.25,,,,1,0.25,1.7,1,0,0.70,1,1,,
1,2,977,0,0,0.25,,,,0,0.25,1,,,,,1,,
1,2,978,0,0,0.25,,,,1,0.25,1.95,2,1,0.95,1,1,,
1,2,979,0,0,0.25,,,,0,0.25,1,,,,,1,,
1,2,980,0,0,0.25,,,,0,0.25,1.5,3,1,0.50,1,1,,
1,2,981,0,0,0.25,,,,1,0.25,1.95,1,0,0.95,1,1,,
1,2,982,0,0,0.25,,,,0,0.25,1,,,,,1,,
1,2,983,0,0,0.25,,,,0,0.25,1,,,,,1,,
1,2,984,0,0,0.25,,,,0,0.25,1.35,2,1,0.35,1,1,,
1,2,985,0,0,0.25,,,,0,0.25,1,,,,,1,,
1,2,986,0,0,0.25,,,,1,0.25,1.95,0,1,0.95,1,1,,
1,2,987,0,0,0.25,,,,1,0.25,1,,,,,1,,
1,2,988,0,0,0.25,,,,0,0.25,1,,,,,1,,
1,2,989,0,0,0.25,,,,0,0.25,1,,,,,1,,
1,2,990,0,0,0.25,,,,0,0.25,1.35,0,1,0.35,1,1,,
1,2,991,0,0,0.25,,,,0,0.25,1,,,,,1,,
1,2,992,0,0,0.25,,,,0,0.25,1,,,,,1,,
1,2,993,0,0,0.25,,,,1,0.25,1.7,3,0,0.70,1,1,,
1,2,994,0,0,0.25,,,,0,0.25,1,,,,,1,,
1,2,995,0,0,0.25,,,,1,0.25,1.95,0,1,0.95,1,1,,
1,2,996,0,0,0.25,,,,0,0.25,1.95,2,0,0.95,1,1,,
1,2,997,0,0,0.25,,,,1,0.25,1,,,,,1,,
1,2,998,0,0,0.25,,,,1,0.25,1,,,,,1,,
1,2,999,0,0,0.25,,,,1,0.25,1,,,,,1,,
1,2,1000,0,0,0.25,,,,1,0.25,1.95,1,0,0.95,1,1,,
1,2,1001,0,0,0.25,,,,0,0.25,1.5,3,1,0.50,1,1,,
1,2,1002,0,0,0.25,,,,0,0.25,1,,,,,1,,
1,2,1003,0,0,0.25,,,,0,0.25,1,,,,,1,,
1,2,1004,0,0,0.25,,,,0,0.25,1.35,2,0,0.35,1,1,,
1,2,1005,0,0,0.25,,,,0,0.25,1.5,2,0,0.50,1,1,,
1,2,1006,0,0,0.25,,,,1,0.25,1,,,,,1,,
1,2,1007,0,0,0.25,,,,0,0.25,1,,,,,1,,
1,2,1008,0,0,0.25,,,,0,0.25,1,,,,,1,,
1,2,1009,0,0,0.25,,,,1,0.25,1.35,2,0,0.35,1,1,,
1,2,1010,0,0,0.25,,,,0,0.25,1.5,2,0,0.50,1,1,,
1,2,1011,0,0,0.25,,,,0,0.25,1.95,0,0,0.95,1,1,,
1,2,1012,0,0,0.25,,,,0,0.25,1,,,,,1,,
1,2,1013,0,0,0.25,,,,0,0.25,1,,,,,1,,
1,2,1014,0,0,0.25,,,,1,0.25,1.35,2,1,0.35,1,1,,
1,2,1015,0,0,0.25,,,,0,0.25,1.95,3,0,0.95,1,1,,
1,2,1016,0,0,0.25,,,,0,0.25,1.5,1,1,0.50,1,1,,
1,2,1017,0,0,0.25,,,,1,0.25,1,,,,,1,,
1,2,1018,0,0,0.25,,,,1,0.25,1,,,,,1,,
1,2,1019,0,0,0.25,,,,1,0.25,1,,,,,1,,
1,2,1020,0,0,0.25,,,,0,0.25,1,,,,,1,,
1,2,1021,0,0,0.25,,,,1,0.25,1,,,,,1,,
1,2,1022,0,0,0.25,,,,0,0.25,1,,,,,1,,
1,2,1023,0,0,0.25,,,,1,0.25,1,,,,,1,,
1,2,1024,0,0,0.25,,,,0,0.25,1,,,,,1,,
1,2,1025,0,0,0.25,,,,1,0.25,1,,,,,1,,
1,2,1026,0,0,0.25,,,,0,0.25,1.6,1,1,0.60,1,1,,
1,2,1027,0,0,0.25,,,,0,0.25,1.35,2,0,0.35,1,1,,
1,2,1028,0,0,0.25,,,,0,0.25,1,,,,,1,,
1,2,1029,0,0,0.25,,,,0,0.25,1,,,,,1,,
1,2,1030,0,0,0.25,,,,1,0.25,1.6,2,0,0.60,1,1,,
1,2,1031,0,0,0.25,,,,0,0.25,1,,,,,1,,
1,2,1032,0,0,0.25,,,,1,0.25,1,,,,,1,,
1,2,1033,0,0,0.25,,,,0,0.25,1.7,1,1,0.70,1,1,,
1,2,1034,0,0,0.25,,,,0,0.25,1,,,,,1,,
1,2,1035,0,0,0.25,,,,1,0.25,1,,,,,1,,
1,2,1036,0,0,0.25,,,,0,0.25,1.35,0,0,0.35,1,1,,
1,2,1037,0,0,0.25,,,,0,0.25,1,,,,,1,,
1,2,1038,0,0,0.25,,,,0,0.25,1.5,3,0,0.50,1,1,,
1,2,1039,0,0,0.25,,,,1,0.25,1.6,2,0,0.60,1,1,,
1,2,1040,0,0,0.25,,,,0,0.25,1,,,,,1,,
1,2,1041,0,0,0.25,,,,0,0.25,1.7,1,0,0.70,1,1,,
1,2,1042,0,0,0.25,,,,1,0.25,1,,,,,1,,
1,2,1043,0,0,0.25,,,,1,0.25,1.7,3,0,0.70,1,1,,
1,2,1044,0,0,0.25,,,,0,0.25,1.7,0,0,0.70,1,1,,
1,2,1045,0,0,0.25,,,,1,0.25,1.5,2,1,0.50,1,1,,
1,2,1046,0,0,0.25,,,,0,0.25,1,,,,,1,,
1,2,1047,0,0,0.25,,,,0,0.25,1.6,1,0,0.60,1,1,,
1,2,1048,0,0,0.25,,,,1,0.25,1,,,,,1,,
1,2,1049,0,0,0.25,,,,1,0.25,1,,,,,1,,
1,2,1050,0,0,0.25,,,,1,0.25,1.5,2,0,0.50,1,1,,
1,2,1051,0,0,0.25,,,,0,0.25,1.5,3,1,0.50,1,1,,
1,2,1052,0,0,0.25,,,,0,0.25,1,,,,,1,,
1,2,1053,0,0,0.25,,,,1,0.25,1,,,,,1,,
1,2,1054,0,0,0.25,,,,0,0.25,1.5,3,1,0.50,1,1,,
1,2,1055,0,0,0.25,,,,1,0.25,1,,,,,1,,
1,2,1056,0,0,0.25,,,,1,0.25,1.6,2,1,0.60,1,1,,
1,2,1057,0,0,0.25,,,,0,0.25,1.5,0,0,0.50,1,1,,
1,2,1058,0,0,0.25,,,,1,0.25,1.7,0,0,0.70,1,1,,
1,2,1059,0,0,0.25,,,,1,0.25,1,,,,,1,,
1,2,1060,0,0,0.25,,,,1,0.25,1,,,,,1,,
1,2,1061,0,0,0.25,,,,0,0.25,1.95,2,0,0.95,1,1,,
1,2,1062,0,0,0.25,,,,0,0.25,1,,,,,1,,
1,2,1063,0,0,0.25,,,,0,0.25,1,,,,,1,,
1,2,1064,0,0,0.25,,,,0,0.25,1,,,,,1,,
1,2,1065,0,0,0.25,,,,0,0.25,1.6,1,1,0.60,1,1,,
1,2,1066,0,0,0.25,,,,0,0.25,1.5,3,1,0.50,1,1,,
1,2,1067,0,0,0.25,,,,0,0.25,1.35,1,0,0.35,1,1,,
1,2,1068,0,0,0.25,,,,0,0.25,1,,,,,1,,
1,2,1069,0,0,0.25,,,,0,0.25,1,,,,,1,,
1,2,1070,0,0,0.25,,,,1,0.25,1.6,0,0,0.60,1,1,,
1,2,1071,0,0,0.25,,,,1,0.25,1,,,,,1,,
1,2,1072,0,0,0.25,,,,1,0.25,1,,,,,1,,
1,2,1073,0,0,0.25,,,,0,0.25,1.7,1,1,0.70,1,1,,
1,2,1074,0,0,0.25,,,,0,0.25,1.95,0,1,0.95,1,1,,
1,2,1075,0,0,0.25,,,,1,0.25,1,,,,,1,,
1,2,1076,0,0,0.25,,,,1,0.25,1.7,3,0,0.70,1,1,,
1,2,1077,0,0,0.25,,,,0,0.25,1,,,,,1,,
1,2,1078,0,0,0.25,,,,0,0.25,1,,,,,1,,
1,2,1079,0,0,0.25,,,,0,0.25,1.5,0,0,0.50,1,1,,
1,2,1080,0,0,0.25,,,,1,0.25,1,,,,,1,,
1,2,1081,0,0,0.25,,,,0,0.25,1.95,0,1,0.95,1,1,,
1,2,1082,0,0,0.25,,,,1,0.25,1.35,0,0,0.35,1,1,,
1,2,1083,0,0,0.25,,,,1,0.25,1.95,0,0,0.95,1,1,,
1,2,1084,0,0,0.25,,,,0,0.25,1.95,1,0,0.95,1,1,,
1,2,1085,0,0,0.25,,,,0,0.25,1,,,,,1,,
1,2,1086,0,0,0.25,,,,0,0.25,1.5,0,1,0.50,1,1,,
1,2,1087,0,0,0.25,,,,1,0.25,1,,,,,1,,
1,2,1088,0,0,0.25,,,,0,0.25,1,,,,,1,,
1,2,1089,0,0,0.25,,,,0,0.25,1,,,,,1,,
1,2,1090,0,0,0.25,,,,1,0.25,1,,,,,1,,
1,2,1091,0,0,0.25,,,,0,0.25,1,,,,,1,,
1,2,1092,0,0,0.25,,,,0,0.25,1,,,,,1,,
1,2,1093,0,0,0.25,,,,0,0.25,1.7,2,0,0.70,1,1,,
1,2,1094,0,0,0.25,,,,1,0.25,1,,,,,1,,
1,2,1095,0,0,0.25,,,,0,0.25,1,,,,,1,,
1,2,1096,0,0,0.25,,,,1,0.25,1,,,,,1,,
1,2,1097,0,0,0.25,,,,0,0.25,1,,,,,1,,
1,2,1098,0,0,0.25,,,,0,0.25,1,,,,,1,,
1,2,1099,0,0,0.25,,,,0,0.25,1,,,,,1,,
1,2,1100,0,0,0.25,,,,0,0.25,1.7,1,0,0.70,1,1,,
1,2,1101,0,0,0.25,,,,1,0.25,1.35,0,1,0.35,1,1,,
1,2,1102,0,0,0.25,,,,1,0.25,1,,,,,1,,
1,2,1103,0,0,0.25,,,,1,0.25,1,,,,,1,,
1,2,1104,0,0,0.25,,,,1,0.25,1,,,,,1,,
1,2,1105,0,0,0.25,,,,1,0.25,1.5,0,1,0.50,1,1,,
1,2,1106,0,0,0.25,,,,1,0.25,1,,,,,1,,
1,2,1107,0,0,0.25,,,,0,0.25,1.6,3,1,0.60,1,1,,
1,2,1108,0,0,0.25,,,,1,0.25,1.35,1,0,0.35,1,1,,
1,2,1109,0,0,0.25,,,,0,0.25,1,,,,,1,,
1,2,1110,0,0,0.25,,,,0,0.25,1.7,1,1,0.70,1,1,,
1,2,1111,0,0,0.25,,,,1,0.25,1,,,,,1,,
1,2,1112,0,0,0.25,,,,1,0.25,1.7,3,0,0.70,1,1,,
1,2,1113,0,0,0.25,,,,1,0.25,1,,,,,1,,
1,2,1114,0,0,0.25,,,,1,0.25,1.6,2,1,0.60,1,1,,
1,2,1115,0,0,0.25,,,,0,0.25,1,,,,,1,,
1,2,1116,0,0,0.25,,,,0,0.25,1.7,3,0,0.70,1,1,,
1,2,1117,0,0,0.25,,,,1,0.25,1.35,3,0,0.35,1,1,,
1,2,1118,0,0,0.25,,,,1,0.25,1.7,1,1,0.70,1,1,,
1,2,1119,0,0,0.25,,,,1,0.25,1.35,3,1,0.35,1,1,,
1,2,1120,0,0,0.25,,,,1,0.25,1.5,2,1,0.50,1,1,,
1,2,1121,0,0,0.25,,,,1,0.25,1.35,1,1,0.35,1,1,,
1,2,1122,0,0,0.25,,,,1,0.25,1.7,2,1,0.70,1,1,,
1,2,1123,0,0,0.25,,,,1,0.25,1,,,,,1,,
1,2,1124,0,0,0.25,,,,1,0.25,1.5,1,0,0.50,1,1,,
1,2,1125,0,0,0.25,,,,0,0.25,1,,,,,1,,
1,2,1126,0,0,0.25,,,,0,0.25,1,,,,,1,,
1,2,1127,0,0,0.25,,,,1,0.25,1,,,,,1,,
1,2,1128,0,0,0.25,,,,1,0.25,1.6,0,0,0.60,1,1,,
1,2,1129,0,0,0.25,,,,0,0.25,1.35,0,1,0.35,1,1,,
1,2,1130,0,0,0.25,,,,1,0.25,1.35,3,0,0.35,1,1,,
1,2,1131,0,0,0.25,,,,1,0.25,1,,,,,1,,
